,Rooms,Distance,Landsize,Bathroom,Car,BuildingArea,Lattitude,Longtitude,Age,Price
935,3,9.7,306.0,2.0,2.0,170.0,-37.8106,145.0848,23.0,1472000.0
940,2,9.7,87.0,1.0,1.0,88.0,-37.8134,145.08100000000002,28.0,754000.0
954,4,9.7,752.0,2.0,2.0,253.0,-37.8149,145.0747,37.0,2188000.0
955,2,9.7,213.0,1.0,1.0,92.0,-37.8092,145.0789,38.0,755000.0
961,4,9.7,1007.0,3.0,2.0,350.0,-37.8135,145.0995,108.0,3290000.0
968,4,9.7,685.0,2.0,1.0,207.0,-37.8056,145.071,78.0,2410000.0
969,2,9.7,0.0,1.0,1.0,150.0,-37.8147,145.084,58.0,650000.0
981,4,9.7,739.0,1.0,2.0,291.0,-37.8039,145.0631,88.0,2000000.0
982,4,9.7,665.0,2.0,1.0,155.0,-37.8057,145.0825,78.0,1900000.0
985,3,9.7,706.0,2.0,1.0,166.0,-37.8161,145.0748,88.0,3401000.0
987,3,9.7,613.0,2.0,3.0,193.0,-37.8056,145.0688,75.0,1750000.0
995,5,9.7,715.0,3.0,2.0,420.0,-37.8028,145.0768,9.0,3020000.0
998,5,9.7,981.0,2.0,2.0,260.0,-37.8058,145.0627,58.0,2450000.0
1001,2,9.7,130.0,1.0,1.0,80.0,-37.812,145.0876,58.0,730000.0
1005,3,9.7,404.0,2.0,2.0,190.0,-37.8075,145.1011,7.0,1500000.0
1008,4,9.7,672.0,1.0,1.0,115.0,-37.8099,145.0792,83.0,1700000.0
1010,3,9.2,260.0,2.0,2.0,167.0,-37.7966,145.1021,18.0,1315000.0
1011,3,9.2,778.0,2.0,1.0,154.0,-37.7939,145.0789,68.0,1500000.0
1012,4,9.2,1135.0,4.0,3.0,275.0,-37.8014,145.0892,58.0,3230000.0
1017,4,9.2,647.0,2.0,2.0,185.0,-37.7917,145.0868,63.0,1905000.0
1018,5,9.2,760.0,4.0,2.0,477.0,-37.7907,145.0907,3.0,3300000.0
1019,4,9.2,642.0,2.0,2.0,215.0,-37.7988,145.0726,63.0,1900000.0
1020,3,9.2,888.0,1.0,2.0,137.0,-37.8002,145.0949,68.0,2251000.0
1024,4,9.2,750.0,2.0,2.0,214.0,-37.7906,145.0788,68.0,2205000.0
1025,3,9.2,347.0,2.0,1.0,160.0,-37.7947,145.1035,7.0,1265000.0
1029,4,9.2,673.0,2.0,2.0,185.0,-37.7856,145.0918,58.0,1750000.0
1030,3,9.2,665.0,1.0,2.0,124.0,-37.7862,145.0781,68.0,1450000.0
1031,4,9.2,772.0,2.0,2.0,150.0,-37.7959,145.0787,63.0,2614000.0
1032,4,9.2,736.0,2.0,3.0,225.0,-37.7944,145.1028,60.0,1825000.0
1038,5,9.2,886.0,4.0,2.0,520.0,-37.804,145.0951,5.0,3250000.0
1041,3,9.2,207.0,2.0,1.0,144.0,-37.7893,145.092,15.0,1150000.0
1048,4,9.2,662.0,2.0,2.0,330.0,-37.798,145.1007,53.0,1572000.0
1054,5,9.2,705.0,3.0,2.0,365.0,-37.7851,145.0775,5.0,1750000.0
1055,4,9.2,619.0,2.0,2.0,254.0,-37.8025,145.0843,28.0,1850000.0
1059,4,9.2,1274.0,3.0,2.0,275.0,-37.7822,145.0907,48.0,2130000.0
1061,5,9.2,624.0,4.0,2.0,154.0,-37.802,145.0797,51.0,3690000.0
1065,4,9.2,610.0,2.0,2.0,275.0,-37.7843,145.0891,25.0,1740000.0
1067,4,9.2,657.0,3.0,2.0,355.0,-37.7981,145.0904,12.0,2575000.0
1068,4,9.2,517.0,2.0,1.0,247.0,-37.783,145.0926,48.0,1388800.0
1070,4,9.2,587.0,2.0,4.0,165.0,-37.7841,145.0953,58.0,1800000.0
1072,4,9.2,1070.0,3.0,2.0,247.0,-37.7975,145.0716,26.0,2910000.0
1078,5,9.2,900.0,3.0,2.0,355.0,-37.7868,145.0677,63.0,2200000.0
1085,3,9.2,763.0,2.0,3.0,168.0,-37.7935,145.0865,58.0,1700000.0
1088,3,9.2,310.0,3.0,1.0,188.0,-37.7949,145.1014,6.0,1230000.0
1090,7,9.2,637.0,3.0,3.0,529.0,-37.7898,145.0967,10.0,2600000.0
1091,4,9.2,665.0,3.0,2.0,232.0,-37.7889,145.0904,48.0,1950000.0
1093,5,9.2,710.0,2.0,2.0,170.0,-37.7907,145.0916,63.0,1750000.0
1095,5,9.2,1002.0,2.0,2.0,244.0,-37.796,145.0984,68.0,2000000.0
1096,3,9.2,605.0,1.0,4.0,116.0,-37.7951,145.0696,68.0,1480000.0
1099,3,9.2,722.0,1.0,1.0,90.0,-37.7956,145.0829,88.0,1818000.0
1104,4,9.2,1235.0,2.0,2.0,196.0,-37.7988,145.089,58.0,2525000.0
1106,4,9.2,904.0,3.0,1.0,420.0,-37.797,145.086,15.0,3360000.0
1110,3,9.2,713.0,1.0,2.0,720.0,-37.7982,145.0816,68.0,1903000.0
1114,4,9.2,869.0,3.0,2.0,170.0,-37.8002,145.0999,68.0,1720000.0
1120,4,9.2,667.0,2.0,2.0,201.0,-37.7835,145.0883,44.0,1675000.0
1121,4,9.2,362.0,3.0,1.0,200.0,-37.7987,145.0788,4.0,1680000.0
1127,5,9.2,1364.0,5.0,4.0,518.0,-37.7961,145.0859,5.0,4000000.0
1131,4,9.2,1010.0,2.0,2.0,250.0,-37.7982,145.0903,68.0,2205000.0
1135,3,9.2,949.0,2.0,3.0,175.0,-37.796,145.0696,78.0,2100000.0
1137,2,9.2,177.0,1.0,1.0,85.0,-37.7935,145.0679,43.0,685000.0
1141,3,9.2,368.0,2.0,2.0,177.0,-37.7846,145.0935,9.0,1335000.0
1146,4,9.2,587.0,2.0,4.0,165.0,-37.7841,145.0953,58.0,1900000.0
1156,2,9.2,250.0,1.0,1.0,112.0,-37.7996,145.0959,23.0,1040000.0
1161,4,9.2,644.0,2.0,2.0,153.0,-37.7997,145.0993,68.0,1250000.0
1165,5,9.2,842.0,3.0,2.0,200.0,-37.7854,145.0869,57.0,1875000.0
1167,4,9.2,701.0,2.0,2.0,198.0,-37.7839,145.0954,58.0,1530000.0
1171,4,9.2,754.0,2.0,5.0,175.0,-37.786,145.0886,58.0,1700000.0
1184,3,9.2,657.0,1.0,2.0,151.0,-37.7895,145.0985,58.0,1651000.0
1185,5,9.2,900.0,3.0,2.0,355.0,-37.7868,145.0677,63.0,1920000.0
1186,5,9.2,845.0,2.0,3.0,199.0,-37.7898,145.1021,38.0,1560000.0
1190,3,9.2,207.0,2.0,1.0,144.0,-37.7893,145.092,15.0,1038000.0
1194,5,9.2,737.0,3.0,2.0,193.0,-37.7975,145.0961,68.0,1660000.0
1202,3,9.2,720.0,2.0,1.0,147.0,-37.7938,145.0838,63.0,1770000.0
1204,2,9.2,0.0,1.0,1.0,102.0,-37.7938,145.0666,50.0,691500.0
1211,3,13.0,348.0,1.0,2.0,121.0,-37.9273,145.0479,68.0,875000.0
1217,3,13.0,613.0,2.0,2.0,143.0,-37.9311,145.0428,58.0,1425000.0
1218,2,13.0,140.0,1.0,1.0,250.0,-37.9204,145.0443,48.0,851000.0
1219,3,13.0,299.0,2.0,2.0,181.0,-37.9272,145.0406,18.0,1222500.0
1230,3,13.0,576.0,1.0,1.0,127.0,-37.9149,145.0254,73.0,1317500.0
1231,2,13.0,0.0,1.0,1.0,69.0,-37.9332,145.045,53.0,360000.0
1232,4,13.0,291.0,3.0,2.0,212.0,-37.9278,145.0337,6.0,1435000.0
1234,3,13.0,692.0,1.0,2.0,164.0,-37.9263,145.04,78.0,1110000.0
1235,4,13.0,795.0,2.0,2.0,250.0,-37.9166,145.0314,90.0,2435000.0
1238,3,13.0,565.0,2.0,1.0,222.0,-37.9134,145.0263,78.0,1500000.0
1239,4,13.0,697.0,2.0,2.0,194.0,-37.9318,145.0474,78.0,1300000.0
1242,3,13.0,584.0,1.0,2.0,116.0,-37.9199,145.0477,70.0,1125000.0
1247,4,13.0,610.0,2.0,2.0,112.0,-37.9291,145.0472,78.0,1328000.0
1248,3,13.0,526.0,2.0,1.0,135.0,-37.9279,145.031,108.0,1340000.0
1249,4,13.0,271.0,3.0,2.0,205.0,-37.9252,145.0494,8.0,1155000.0
1251,3,13.0,758.0,1.0,4.0,138.0,-37.9267,145.043,58.0,1275000.0
1255,2,13.0,296.0,1.0,1.0,103.0,-37.9243,145.0376,78.0,855000.0
1258,2,13.0,116.0,1.0,1.0,92.0,-37.9245,145.0336,58.0,650000.0
1259,4,13.0,902.0,2.0,4.0,233.0,-37.924,145.0504,68.0,1815000.0
1260,4,13.0,557.0,3.0,2.0,353.0,-37.9132,145.0251,10.0,2255000.0
1265,2,13.0,226.0,2.0,3.0,475.0,-37.9274,145.031,13.0,855000.0
1270,4,13.0,855.0,2.0,3.0,197.0,-37.9163,145.0324,88.0,1860000.0
1271,2,13.0,227.0,1.0,1.0,100.0,-37.9326,145.0387,28.0,725000.0
1273,3,13.0,632.0,1.0,1.0,108.0,-37.9282,145.0367,68.0,1293000.0
1277,3,13.0,690.0,2.0,2.0,245.0,-37.9317,145.0469,48.0,1328000.0
1278,4,13.0,354.0,2.0,3.0,255.0,-37.9326,145.0441,10.0,1247000.0
1287,3,13.0,624.0,1.0,2.0,143.0,-37.9256,145.0374,68.0,1370000.0
1292,3,13.0,581.0,2.0,1.0,170.0,-37.9286,145.0495,53.0,1095000.0
1294,2,13.0,677.0,1.0,1.0,88.0,-37.9173,145.0359,6.0,725000.0
1296,3,13.0,147.0,2.0,2.0,149.0,-37.9317,145.0352,11.0,825000.0
1298,3,13.0,0.0,2.0,2.0,160.0,-37.9289,145.0478,6.0,1235000.0
1301,3,13.0,694.0,1.0,2.0,125.0,-37.9315,145.0445,68.0,1165000.0
1304,4,13.0,736.0,2.0,4.0,284.0,-37.9224,145.0462,68.0,1910000.0
1309,2,13.0,336.0,1.0,3.0,109.0,-37.929,145.0375,58.0,820000.0
1314,4,13.0,611.0,2.0,2.0,168.0,-37.9289,145.0481,48.0,1430000.0
1315,2,13.0,274.0,1.0,2.0,96.0,-37.9178,145.0413,48.0,910000.0
1316,4,13.0,579.0,4.0,2.0,361.0,-37.9155,145.0243,6.0,2520000.0
1321,5,13.0,567.0,2.0,2.0,250.0,-37.9144,145.0401,92.0,1900000.0
1329,2,13.0,123.0,2.0,1.0,90.0,-37.9307,145.0379,11.0,670000.0
1333,2,13.0,83.0,1.0,1.0,107.0,-37.9259,145.0341,20.0,680000.0
1337,4,13.0,346.0,3.0,3.0,220.0,-37.9294,145.041,8.0,1320000.0
1340,6,13.0,708.0,3.0,2.0,275.0,-37.9181,145.04399999999998,30.0,1900000.0
1342,3,13.0,572.0,2.0,2.0,150.0,-37.9148,145.0404,88.0,1535000.0
1345,4,13.0,594.0,1.0,5.0,150.0,-37.9206,145.0383,78.0,1281000.0
1347,5,13.0,664.0,2.0,2.0,178.0,-37.9241,145.048,68.0,1385000.0
1352,4,13.0,579.0,4.0,2.0,361.0,-37.9155,145.0243,6.0,2620000.0
1361,2,13.9,176.0,2.0,1.0,125.0,-37.9237,145.0763,10.0,825000.0
1362,2,13.9,281.0,1.0,2.0,95.0,-37.9255,145.0796,16.0,746000.0
1366,5,13.9,683.0,2.0,2.0,190.0,-37.9333,145.0602,58.0,1275000.0
1378,3,13.9,384.0,2.0,2.0,120.0,-37.9229,145.0557,19.0,1025000.0
1385,2,13.9,76.0,1.0,1.0,79.0,-37.91,145.0842,38.0,495000.0
1387,4,13.9,585.0,2.0,2.0,178.0,-37.9167,145.0771,68.0,1220000.0
1389,3,13.9,565.0,1.0,2.0,110.0,-37.9262,145.0808,68.0,885000.0
1390,3,13.9,292.0,2.0,2.0,141.0,-37.9168,145.069,6.0,830000.0
1395,4,13.9,291.0,3.0,2.0,222.0,-37.9347,145.0546,4.0,1210000.0
1397,4,13.9,321.0,2.0,2.0,180.0,-37.914,145.0714,12.0,1160000.0
1398,3,13.9,730.0,2.0,3.0,110.0,-37.9119,145.0705,48.0,1215000.0
1399,4,13.9,619.0,2.0,2.0,191.0,-37.9358,145.0688,58.0,1200000.0
1400,3,13.9,627.0,2.0,2.0,140.0,-37.9284,145.0668,68.0,1050000.0
1401,5,13.9,618.0,2.0,4.0,146.0,-37.9209,145.0757,68.0,950000.0
1402,2,13.9,0.0,2.0,1.0,78.0,-37.9212,145.0674,48.0,380000.0
1406,3,13.9,610.0,2.0,2.0,177.0,-37.9231,145.066,48.0,1338000.0
1410,2,13.9,265.0,1.0,1.0,150.0,-37.9223,145.0747,58.0,651000.0
1412,3,13.9,590.0,2.0,2.0,118.0,-37.9256,145.0757,58.0,1390000.0
1421,3,13.9,578.0,1.0,2.0,163.0,-37.9186,145.0709,63.0,1100000.0
1425,4,13.9,636.0,1.0,1.0,138.0,-37.925,145.0612,78.0,1206000.0
1426,2,13.9,0.0,1.0,1.0,75.0,-37.9082,145.0681,58.0,486500.0
1433,4,13.9,604.0,2.0,2.0,177.0,-37.9153,145.0707,48.0,1415000.0
1434,4,13.9,305.0,2.0,2.0,207.0,-37.9245,145.0507,6.0,1185000.0
1435,4,13.9,313.0,3.0,1.0,166.0,-37.9164,145.0765,58.0,1060000.0
1449,3,13.9,295.0,2.0,2.0,145.0,-37.9239,145.0781,20.0,845000.0
1452,3,13.9,254.0,2.0,1.0,117.0,-37.9227,145.0558,23.0,860000.0
1455,3,13.9,167.0,2.0,2.0,140.0,-37.9219,145.0733,9.0,921000.0
1460,2,13.9,300.0,1.0,1.0,135.0,-37.9099,145.0726,58.0,742500.0
1461,3,13.9,578.0,2.0,2.0,120.0,-37.9303,145.0805,68.0,920000.0
1467,2,13.9,591.0,1.0,1.0,102.0,-37.9179,145.071,58.0,702000.0
1470,3,13.9,268.0,2.0,1.0,117.0,-37.9196,145.0691,18.0,805000.0
1472,4,13.9,274.0,2.0,1.0,190.0,-37.9257,145.0735,14.0,1100000.0
1477,3,13.9,726.0,1.0,4.0,131.0,-37.9117,145.0695,68.0,1050000.0
1481,2,13.9,201.0,2.0,1.0,79.0,-37.9293,145.0657,13.0,722000.0
1482,3,13.9,588.0,1.0,2.0,133.0,-37.9286,145.069,58.0,930000.0
1484,3,13.9,291.0,2.0,1.0,119.0,-37.919000000000004,145.0829,18.0,921000.0
1485,4,13.9,610.0,1.0,2.0,160.0,-37.9193,145.0691,68.0,1035000.0
1489,4,13.9,618.0,2.0,2.0,196.0,-37.9252,145.0562,68.0,1352000.0
1490,4,13.9,296.0,2.0,2.0,205.0,-37.9197,145.05700000000002,12.0,1005000.0
1492,5,13.9,659.0,2.0,2.0,315.0,-37.906,145.0547,88.0,1600000.0
1494,3,13.9,721.0,1.0,1.0,120.0,-37.9244,145.0665,48.0,1200000.0
1497,3,13.9,421.0,2.0,2.0,126.0,-37.9168,145.0809,68.0,780000.0
1498,4,13.9,314.0,2.0,2.0,231.0,-37.9299,145.0598,8.0,1250000.0
1502,4,13.9,583.0,2.0,2.0,176.0,-37.9262,145.0624,58.0,1110000.0
1504,4,13.9,700.0,2.0,2.0,165.0,-37.9117,145.0534,68.0,1690000.0
1505,3,13.9,391.0,3.0,1.0,122.0,-37.9149,145.0788,68.0,791000.0
1506,3,13.9,780.0,1.0,3.0,140.0,-37.9347,145.0507,78.0,900000.0
1511,3,13.9,267.0,2.0,2.0,156.0,-37.9176,145.0566,18.0,970000.0
1517,3,13.9,213.0,2.0,2.0,143.0,-37.9079,145.0707,15.0,823000.0
1523,4,13.9,316.0,2.0,1.0,190.0,-37.9198,145.0789,8.0,1045000.0
1528,2,13.9,154.0,1.0,1.0,80.0,-37.9079,145.0685,18.0,655000.0
1529,5,13.9,623.0,3.0,2.0,257.0,-37.9066,145.0541,68.0,1550000.0
1530,3,13.9,250.0,1.0,1.0,105.0,-37.9087,145.0537,38.0,835000.0
1534,4,13.9,319.0,2.0,2.0,256.0,-37.9256,145.0533,3.0,1465000.0
1536,3,13.9,587.0,1.0,1.0,96.0,-37.9241,145.0763,68.0,910000.0
1537,3,13.9,388.0,2.0,1.0,123.0,-37.9329,145.053,11.0,920000.0
1538,3,13.9,230.0,2.0,2.0,160.0,-37.9179,145.0592,6.0,935000.0
1539,3,13.9,543.0,1.0,2.0,163.0,-37.9242,145.0705,48.0,977000.0
1540,3,13.9,686.0,1.0,2.0,122.0,-37.9113,145.0765,68.0,1352000.0
1541,4,13.9,575.0,2.0,2.0,160.0,-37.9274,145.0654,58.0,1115000.0
1545,3,13.9,692.0,1.0,2.0,147.0,-37.9232,145.0563,69.0,1197000.0
1546,2,13.9,0.0,2.0,2.0,83.0,-37.9292,145.0708,7.0,485000.0
1548,4,13.9,582.0,1.0,1.0,151.0,-37.9129,145.0598,58.0,1365000.0
1550,4,13.9,598.0,2.0,2.0,337.0,-37.9138,145.0774,12.0,1698888.0
1559,3,13.9,283.0,2.0,1.0,28.0,-37.9142,145.08,8.0,965000.0
1560,3,13.9,365.0,2.0,2.0,150.0,-37.9225,145.0754,7.0,870000.0
1563,3,13.9,629.0,2.0,3.0,168.0,-37.912,145.0752,68.0,1161000.0
1565,3,13.9,676.0,1.0,3.0,146.0,-37.9307,145.0531,48.0,1266000.0
1566,3,13.9,194.0,2.0,2.0,200.0,-37.9272,145.0801,10.0,700000.0
1568,4,13.9,363.0,4.0,2.0,265.0,-37.9116,145.0686,6.0,1325000.0
1569,3,13.9,281.0,2.0,1.0,132.0,-37.9257,145.0811,13.0,770000.0
1571,1,13.9,0.0,1.0,1.0,99.0,-37.9315,145.0619,48.0,380000.0
1572,4,13.9,620.0,2.0,2.0,158.0,-37.9281,145.0669,38.0,1175000.0
1573,3,13.9,640.0,1.0,1.0,120.0,-37.916,145.0776,58.0,1200000.0
1575,4,13.9,684.0,1.0,2.0,196.0,-37.9147,145.0751,48.0,1370000.0
1576,4,13.9,725.0,1.0,1.0,186.0,-37.9289,145.0502,68.0,1433500.0
1581,3,13.9,210.0,2.0,1.0,131.0,-37.9075,145.061,13.0,860000.0
1585,2,13.9,194.0,1.0,1.0,114.0,-37.9107,145.0598,23.0,715000.0
1592,2,13.9,0.0,1.0,1.0,115.0,-37.9212,145.0606,68.0,710000.0
1594,5,13.9,583.0,3.0,2.0,296.0,-37.9143,145.0699,11.0,1550000.0
1596,3,13.9,406.0,1.0,2.0,100.0,-37.9286,145.0737,22.0,790000.0
1598,3,13.9,596.0,1.0,2.0,144.0,-37.9251,145.0771,58.0,1020000.0
1609,3,13.9,185.0,2.0,1.0,122.0,-37.9159,145.0787,6.0,886000.0
1613,4,13.9,625.0,2.0,3.0,198.0,-37.9374,145.0726,21.0,1015000.0
1617,4,13.9,610.0,2.0,2.0,167.0,-37.9207,145.0757,68.0,1255000.0
1619,3,13.9,593.0,1.0,1.0,94.0,-37.9178,145.067,68.0,1320000.0
1620,3,13.9,326.0,2.0,1.0,133.0,-37.9236,145.0545,68.0,870000.0
1622,4,13.9,592.0,2.0,2.0,219.0,-37.9351,145.0572,5.0,1472500.0
1623,2,13.9,298.0,2.0,2.0,118.0,-37.908,145.0716,13.0,640000.0
1628,4,13.1,697.0,2.0,2.0,255.0,-37.8151,145.135,78.0,1620000.0
1630,2,13.1,140.0,1.0,1.0,81.0,-37.8271,145.1299,53.0,645000.0
1638,4,13.1,729.0,2.0,3.0,167.0,-37.8233,145.1267,113.0,1560000.0
1641,3,13.1,458.0,2.0,2.0,170.0,-37.8257,145.1216,68.0,1715000.0
1642,3,13.1,550.0,1.0,2.0,110.0,-37.8275,145.1298,68.0,1200000.0
1643,3,13.1,741.0,1.0,0.0,151.0,-37.8258,145.1246,108.0,1760000.0
1645,3,13.1,384.0,1.0,2.0,108.0,-37.8167,145.1373,68.0,948000.0
1648,2,13.1,0.0,2.0,1.0,65.0,-37.8216,145.127,8.0,465000.0
1649,4,13.1,299.0,2.0,2.0,158.0,-37.8282,145.1301,10.0,975000.0
1650,3,13.1,702.0,1.0,1.0,134.0,-37.827,145.1209,68.0,1325000.0
1651,3,13.1,150.0,2.0,1.0,3.0,-37.8287,145.1319,18.0,750000.0
1652,3,13.1,643.0,2.0,1.0,159.0,-37.8285,145.1272,78.0,1400000.0
1653,3,13.1,664.0,1.0,2.0,106.0,-37.8235,145.1276,88.0,1500000.0
1654,4,13.1,692.0,2.0,1.0,195.0,-37.8247,145.1281,128.0,1600000.0
1657,4,13.1,780.0,2.0,2.0,235.0,-37.8244,145.1319,91.0,1461400.0
1658,3,13.1,211.0,1.0,1.0,108.0,-37.8275,145.1232,38.0,775000.0
1660,4,13.1,707.0,4.0,4.0,162.0,-37.8166,145.1354,92.0,1670000.0
1664,3,13.1,763.0,1.0,2.0,120.0,-37.8166,145.1215,73.0,4000000.0
1665,3,13.1,307.0,1.0,1.0,106.0,-37.8247,145.1206,128.0,928000.0
1667,2,13.1,151.0,1.0,1.0,82.0,-37.8234,145.1235,48.0,636000.0
1672,3,13.1,755.0,1.0,1.0,95.0,-37.8264,145.1248,98.0,1170000.0
1673,4,13.1,590.0,2.0,2.0,231.0,-37.8274,145.1242,94.0,1670000.0
1681,3,13.1,492.0,1.0,1.0,119.0,-37.8283,145.1195,88.0,857000.0
1682,3,13.1,238.0,2.0,1.0,130.0,-37.8154,145.1355,18.0,822500.0
1689,2,10.8,566.0,1.0,1.0,75.0,-37.7839,144.8524,68.0,645000.0
1690,3,10.8,220.0,1.0,1.0,106.0,-37.785,144.8561,7.0,502000.0
1691,3,10.8,327.0,2.0,1.0,124.0,-37.7851,144.8517,12.0,495000.0
1693,2,10.8,749.0,1.0,4.0,77.0,-37.7814,144.847,68.0,868000.0
1694,4,10.8,283.0,2.0,1.0,154.0,-37.7908,144.8485,28.0,645000.0
1695,3,10.8,216.0,2.0,1.0,145.0,-37.7865,144.8605,8.0,652000.0
1697,4,10.8,606.0,2.0,2.0,240.0,-37.788000000000004,144.862,16.0,850000.0
1702,3,10.8,559.0,1.0,3.0,98.0,-37.7923,144.852,63.0,575000.0
1703,4,10.8,393.0,2.0,2.0,216.0,-37.7763,144.8543,10.0,882000.0
1704,3,10.8,544.0,2.0,2.0,135.0,-37.7815,144.855,48.0,730000.0
1714,4,10.8,283.0,2.0,1.0,154.0,-37.7908,144.8485,28.0,610000.0
1716,3,10.8,557.0,1.0,0.0,90.0,-37.7899,144.8515,58.0,696000.0
1718,3,10.8,198.0,2.0,1.0,144.0,-37.7827,144.8625,5.0,579000.0
1724,3,10.8,658.0,1.0,1.0,105.0,-37.7905,144.8485,58.0,765000.0
1725,2,10.8,115.0,1.0,1.0,104.0,-37.7948,144.85399999999998,38.0,475000.0
1726,4,10.8,288.0,2.0,1.0,160.0,-37.7775,144.855,18.0,550000.0
1728,3,10.8,158.0,1.0,1.0,138.0,-37.7889,144.8465,13.0,495000.0
1730,3,10.8,566.0,2.0,1.0,78.0,-37.7844,144.8523,48.0,565000.0
1734,3,11.2,366.0,1.0,2.0,156.0,-37.9038,145.0001,98.0,1635000.0
1739,4,11.2,836.0,3.0,2.0,284.0,-37.9071,144.9898,58.0,3695000.0
1742,2,11.2,0.0,1.0,2.0,70.0,-37.9081,145.0043,48.0,536000.0
1744,4,11.2,742.0,3.0,2.0,247.0,-37.914,144.9878,118.0,3700000.0
1746,3,11.2,432.0,1.0,2.0,122.0,-37.9172,144.996,88.0,1975000.0
1750,3,11.2,340.0,1.0,2.0,137.0,-37.9205,145.0007,43.0,1390000.0
1753,4,11.2,487.0,3.0,1.0,260.0,-37.8926,144.9991,113.0,2905000.0
1754,2,11.2,329.0,2.0,2.0,132.0,-37.9172,145.004,78.0,1300000.0
1755,3,11.2,411.0,2.0,2.0,225.0,-37.918,145.0035,21.0,1725000.0
1760,3,11.2,463.0,2.0,2.0,209.0,-37.9082,144.9968,48.0,2100000.0
1765,2,11.2,90.0,1.0,1.0,74.0,-37.9122,145.0038,58.0,800000.0
1767,4,11.2,615.0,2.0,3.0,135.0,-37.8956,145.0026,98.0,1761000.0
1771,3,11.2,0.0,2.0,2.0,171.0,-37.9166,144.9942,25.0,1302500.0
1775,5,11.2,509.0,3.0,1.0,341.0,-37.9118,144.9984,13.0,2750000.0
1776,2,11.2,232.0,1.0,2.0,92.0,-37.9157,144.9973,48.0,892500.0
1777,4,11.2,550.0,2.0,1.0,197.0,-37.8954,145.0017,108.0,2145000.0
1778,5,11.2,710.0,2.0,2.0,340.0,-37.9241,145.0008,18.0,3171000.0
1786,2,11.2,0.0,2.0,1.0,74.0,-37.9042,144.9954,5.0,620000.0
1789,3,11.2,345.0,2.0,2.0,163.0,-37.8943,144.9907,18.0,1475000.0
1801,3,11.2,0.0,2.0,2.0,111.0,-37.9174,144.9895,38.0,1650000.0
1803,5,11.2,655.0,2.0,2.0,202.0,-37.9264,145.0044,93.0,1562500.0
1804,3,11.2,398.0,3.0,2.0,262.0,-37.899,144.9901,6.0,2050000.0
1810,4,11.2,644.0,3.0,2.0,364.0,-37.8964,144.9972,18.0,3320000.0
1818,2,11.2,0.0,1.0,2.0,85.0,-37.9131,144.995,83.0,1100000.0
1819,3,11.2,354.0,2.0,1.0,143.0,-37.8916,145.0017,108.0,1650000.0
1823,2,11.2,352.0,1.0,0.0,111.0,-37.9154,145.001,98.0,1570000.0
1829,3,11.2,404.0,2.0,1.0,118.0,-37.9228,144.9996,65.0,1785000.0
1832,3,11.2,275.0,2.0,2.0,170.0,-37.9153,144.9924,27.0,1875000.0
1835,3,11.2,277.0,1.0,2.0,116.0,-37.9268,144.991,68.0,1266000.0
1837,5,11.2,895.0,3.0,2.0,423.0,-37.9204,145.0028,80.0,2730000.0
1841,4,11.2,565.0,3.0,2.0,337.0,-37.8975,144.9991,28.0,3295888.0
1843,1,11.2,0.0,1.0,1.0,40.0,-37.9181,144.993,53.0,375000.0
1845,2,11.2,0.0,1.0,1.0,80.0,-37.9112,144.9909,98.0,756000.0
1851,5,11.2,552.0,5.0,2.0,219.0,-37.9012,144.997,98.0,2100000.0
1855,3,11.2,547.0,2.0,2.0,302.0,-37.9271,145.0034,18.0,2375000.0
1858,3,11.2,426.0,1.0,2.0,120.0,-37.9254,145.0045,83.0,1385000.0
1863,2,11.2,107.0,1.0,1.0,75.0,-37.8958,144.9982,68.0,858000.0
1867,4,11.2,569.0,2.0,4.0,229.0,-37.8962,145.0011,108.0,2800000.0
1873,5,11.2,1572.0,3.0,4.0,305.0,-37.9233,144.9944,128.0,3700000.0
1878,4,11.2,605.0,2.0,2.0,274.0,-37.916,145.0064,98.0,2475000.0
1880,4,11.2,732.0,2.0,2.0,333.0,-37.8987,144.9953,93.0,2700000.0
1884,4,11.2,842.0,2.0,2.0,311.0,-37.9227,145.0043,28.0,3900000.0
1888,2,11.2,0.0,1.0,1.0,75.0,-37.9156,145.0013,13.0,610000.0
1891,2,11.2,411.0,1.0,2.0,165.0,-37.9095,145.004,108.0,1532000.0
1903,2,11.2,125.0,1.0,2.0,2.0,-37.9078,145.0051,9.0,1037000.0
1904,4,11.2,578.0,4.0,2.0,319.0,-37.8989,145.0008,23.0,3050000.0
1907,4,11.2,432.0,2.0,2.0,196.0,-37.9228,145.0022,18.0,1630000.0
1911,4,11.2,848.0,2.0,2.0,246.0,-37.9234,145.0042,43.0,2640000.0
1918,1,11.2,70.0,1.0,1.0,74.0,-37.9194,145.0003,38.0,671000.0
1919,4,11.2,230.0,2.0,2.0,281.0,-37.9237,145.0056,6.0,2250000.0
1921,3,11.2,659.0,1.0,1.0,161.0,-37.919000000000004,144.9953,76.0,2900000.0
1933,4,11.2,695.0,1.0,2.0,142.0,-37.9262,144.9969,48.0,2405000.0
1934,3,11.2,280.0,2.0,1.0,110.0,-37.91,144.989,25.0,1352500.0
1936,5,11.2,1045.0,2.0,2.0,304.0,-37.9205,145.0012,88.0,3105000.0
1942,4,11.2,549.0,2.0,1.0,195.0,-37.8869,144.9982,28.0,1500000.0
